time	XZ [min env]	FV [max env]	FV [min env]	XZ [max env]
23874.950000	9.702420	-96.226110	-1370.759470	157.572120
23924.950000	9.911830	-95.348720	-1370.759470	157.711720
23974.950000	9.861970	-95.501310	-1373.773090	157.851330
24024.950000	9.692450	-94.013570	-1371.560560	157.761580
24074.950000	9.861970	-96.187960	-1371.102800	157.651890
24124.950000	9.941740	-94.280600	-1372.552390	157.841350
24174.950000	10.001570	-94.852810	-1371.255380	157.621980
24224.950000	10.041460	-92.792860	-1371.293530	157.522260
24274.950000	9.852000	-94.967250	-1371.217240	157.602030
24324.950000	10.001570	-94.089870	-1371.713150	157.621980
24374.950000	9.981630	-94.814660	-1373.315330	157.502320
24424.950000	10.081340	-94.738370	-1372.666830	157.741640
24474.950000	10.111260	-95.539460	-1372.743120	157.891210
24524.950000	10.320660	-92.640280	-1372.209060	157.651890
24574.950000	10.001570	-92.373250	-1373.162740	157.841350
24624.950000	10.001570	-93.975430	-1372.972000	157.751610
24674.950000	10.201000	-93.937280	-1372.743120	157.671840
24724.950000	10.111260	-94.051720	-1371.369820	157.661860
24774.950000	10.061400	-94.128010	-1372.056470	157.701750
24824.950000	10.161120	-93.059890	-1370.416150	157.582090
24874.950000	10.151150	-93.822840	-1371.903880	157.641920
24924.950000	10.300720	-94.585780	-1369.958380	157.562150
24974.950000	10.210980	-92.831010	-1370.110970	157.462430
25024.950000	10.240890	-94.852810	-1371.560560	157.602030
25074.950000	10.171090	-91.610300	-1371.827590	157.741640
25124.950000	10.250860	-95.806490	-1372.361650	157.741640
25174.950000	10.181060	-94.433190	-1370.225410	157.821410
25224.950000	10.171090	-93.632100	-1370.301710	157.452460
25274.950000	10.350580	-94.204310	-1370.912060	157.621980
25324.950000	10.091320	-95.043540	-1371.560560	157.691780
25374.950000	10.021510	-96.149810	-1371.903880	157.592060
25424.950000	10.151150	-96.302400	-1371.484270	157.602030
25474.950000	9.981630	-96.340550	-1371.102800	157.612010
25524.950000	10.131200	-95.005400	-1370.835770	157.502320
25574.950000	10.240890	-94.967250	-1371.369820	157.592060
25624.950000	10.260830	-94.585780	-1372.247210	157.592060
25674.950000	10.101290	-93.975430	-1371.179090	157.711720
25724.950000	10.260830	-94.929100	-1370.492440	157.631950
25774.950000	10.220950	-94.623930	-1370.339850	157.612010
25824.950000	10.220950	-94.585780	-1370.797620	157.612010
25874.950000	10.230920	-95.348720	-1371.560560	157.671840
25924.950000	10.220950	-95.043540	-1370.072820	157.572120
25974.950000	10.270810	-95.577600	-1370.187260	157.711720
26024.950000	10.230920	-95.234280	-1370.606880	157.631950
26074.950000	10.041460	-95.882780	-1370.072820	157.651890
26124.950000	10.320660	-95.310570	-1369.958380	157.572120
26174.950000	10.450300	-94.395040	-1369.042850	157.572120
26224.950000	10.490180	-94.128010	-1371.140940	157.432520
26274.950000	10.440320	-96.073520	-1370.187260	157.592060
26324.950000	10.470240	-94.509490	-1369.195440	157.472400
26374.950000	10.240890	-95.615750	-1369.042850	157.422540
26424.950000	10.390470	-94.547630	-1370.072820	157.402600
26474.950000	10.290750	-94.318750	-1369.767650	157.492350
26524.950000	10.330640	-95.157990	-1367.707700	157.552180
26574.950000	10.191030	-96.264250	-1369.042850	157.562150
26624.950000	10.240890	-96.378690	-1369.691350	157.452460
26674.950000	10.181060	-95.348720	-1368.051030	157.691780
26724.950000	10.290750	-95.844630	-1368.318060	157.671840
26774.950000	10.300720	-94.814660	-1368.585090	157.402600
26824.950000	10.450300	-95.844630	-1369.042850	157.532230
26874.950000	10.350580	-95.386870	-1365.952930	157.641920
26924.950000	10.540040	-96.226110	-1366.525140	157.472400
26974.950000	10.490180	-94.814660	-1366.677730	157.621980
27024.950000	10.520100	-97.217930	-1367.631410	157.342770
27074.950000	10.440320	-95.043540	-1366.715880	157.243050
27124.950000	10.410410	-96.264250	-1367.822140	157.382660
27174.950000	10.400440	-95.920930	-1368.012880	157.641920
27224.950000	10.559980	-95.615750	-1368.012880	157.572120
27274.950000	10.320660	-95.425020	-1368.966560	157.641920
27324.950000	10.390470	-96.340550	-1367.745850	157.522260
27374.950000	10.450300	-95.501310	-1368.966560	157.492350
27424.950000	10.520100	-94.890960	-1367.021050	157.661860
27474.950000	10.390470	-94.700220	-1366.258110	157.522260
27524.950000	10.390470	-95.806490	-1366.715880	157.582090
27574.950000	10.390470	-97.141640	-1366.143670	157.532230
27624.950000	10.460270	-95.081690	-1366.410700	157.402600
27674.950000	10.420380	-95.768340	-1367.402520	157.462430
27724.950000	10.669670	-95.348720	-1366.029230	157.532230
27774.950000	10.430350	-96.378690	-1366.754020	157.173250
27824.950000	10.320660	-94.433190	-1366.334410	157.392630
27874.950000	10.569960	-95.615750	-1365.724050	157.542200
27924.950000	10.400440	-95.196130	-1365.991080	157.562150
27974.950000	10.340610	-97.332370	-1366.830320	157.472400
28024.950000	10.390470	-96.607580	-1365.457020	157.462430
28074.950000	10.510130	-97.141640	-1365.762200	157.292910
28124.950000	10.510130	-95.692050	-1366.219960	157.412570
28174.950000	10.450300	-94.662070	-1366.219960	157.502320
28224.950000	10.520100	-95.463160	-1365.037400	157.542200
28274.950000	10.420380	-95.463160	-1365.647760	157.412570
28324.950000	10.490180	-95.882780	-1364.121870	157.442490
28374.950000	10.500150	-95.539460	-1365.228140	157.532230
28424.950000	10.490180	-96.187960	-1365.189990	157.342770
28474.950000	10.460270	-95.615750	-1363.282640	157.412570
28524.950000	10.380490	-94.509490	-1363.206340	157.522260
28574.950000	10.480210	-96.493140	-1365.609610	157.462430
28624.950000	10.420380	-95.386870	-1365.228140	157.332800
28674.950000	10.370520	-95.348720	-1364.732230	157.272970
28724.950000	10.420380	-95.196130	-1364.160020	157.432520
28774.950000	10.619810	-94.890960	-1364.655930	157.452460
28824.950000	10.649730	-96.722020	-1364.160020	157.612010
28874.950000	7.528600	-95.577600	-1409.669530	157.442490
28924.950000	10.540040	-96.493140	-1362.824870	157.392630
28974.950000	10.420380	-96.226110	-1362.481550	157.253030
29024.950000	10.550010	-96.874610	-1363.244490	157.422540
29074.950000	10.460270	-95.196130	-1363.091900	157.272970
29124.950000	10.550010	-95.806490	-1364.465200	157.302880
29174.950000	10.589900	-95.272430	-1362.138220	157.422540
29224.950000	10.510130	-95.615750	-1364.579640	157.512290
29274.950000	10.440320	-95.997220	-1363.244490	157.542200
29324.950000	10.490180	-94.776520	-1361.909340	157.532230
29374.950000	10.480210	-95.310570	-1360.650480	157.322830
29424.950000	10.500150	-97.103490	-1360.688630	157.392630
29474.950000	10.400440	-96.378690	-1362.557840	157.392630
29524.950000	10.390470	-95.081690	-1362.481550	157.372690
29574.950000	10.540040	-96.416840	-1362.443400	157.322830
29624.950000	10.480210	-95.615750	-1361.833050	157.193200
29674.950000	10.470240	-96.760170	-1362.557840	157.213140
29724.950000	10.440320	-94.662070	-1362.901160	157.382660
29774.950000	10.550010	-96.226110	-1361.489720	157.282940
29824.950000	10.490180	-96.798310	-1360.917510	157.213140
29874.950000	10.679640	-94.890960	-1361.108250	157.013710
29924.950000	10.569960	-95.310570	-1363.206340	157.163280
29974.950000	10.669670	-95.730190	-1362.824870	157.233080
30024.950000	10.709560	-94.814660	-1360.841220	157.093480
30074.950000	10.699590	-97.370520	-1362.176370	157.392630
30124.950000	10.669670	-94.356900	-1360.154570	157.163280
30174.950000	10.569960	-97.713840	-1361.947490	157.223110
30224.950000	10.569960	-95.425020	-1359.506070	157.322830
30274.950000	10.699590	-96.912750	-1360.497900	157.153310
30324.950000	10.510130	-96.416840	-1359.887540	157.113420
30374.950000	10.759420	-96.798310	-1359.849400	157.233080
30424.950000	10.769390	-94.433190	-1359.467920	157.213140
30474.950000	10.739470	-97.446810	-1359.200890	157.243050
30524.950000	10.619810	-95.348720	-1358.590540	157.203170
30574.950000	10.849160	-96.722020	-1359.010160	157.263000
30624.950000	10.869110	-94.814660	-1359.239040	157.412570
30674.950000	10.948880	-96.454990	-1359.086450	157.372690
30724.950000	10.869110	-95.272430	-1358.285360	157.332800
30774.950000	10.849160	-96.302400	-1358.247220	157.153310
30824.950000	10.809280	-95.768340	-1360.230870	157.233080
30874.950000	10.899020	-95.653900	-1357.369830	157.302880
30924.950000	10.809280	-96.454990	-1359.048310	157.243050
30974.950000	10.859130	-95.577600	-1357.675010	157.083510
31024.950000	10.799300	-95.463160	-1358.476100	157.372690
31074.950000	10.948880	-96.531280	-1358.094630	157.203170
31124.950000	10.799300	-95.615750	-1358.056480	157.253030
31174.950000	10.809280	-96.149810	-1358.132770	157.272970
31224.950000	10.859130	-93.593950	-1356.339860	157.113420
31274.950000	10.968820	-97.065340	-1357.331690	157.053590
31324.950000	10.899020	-96.874610	-1356.645040	156.854160
31374.950000	11.028650	-97.751990	-1356.759480	157.223110
31424.950000	10.889050	-95.882780	-1357.713160	157.033650
31474.950000	10.958850	-96.073520	-1357.675010	157.302880
31524.950000	11.178230	-95.844630	-1355.233590	157.043620
31574.950000	11.108430	-96.149810	-1355.386180	157.153310
31624.950000	11.098450	-96.111660	-1353.249940	156.983790
31674.950000	10.958850	-97.332370	-1355.424330	156.973820
31724.950000	11.258000	-96.187960	-1353.784000	156.874100
31774.950000	11.228090	-96.416840	-1355.271740	156.923960
31824.950000	11.188200	-96.836460	-1353.135500	156.973820
31874.950000	11.208140	-96.874610	-1354.279920	157.043620
31924.950000	11.048600	-97.980870	-1352.792180	156.953880
31974.950000	11.188200	-96.760170	-1354.775830	156.913990
32024.950000	11.337770	-98.591230	-1354.394360	156.774390
32074.950000	11.277940	-97.828280	-1352.715880	157.023680
32124.950000	11.357720	-98.095310	-1353.173650	157.083510
32174.950000	11.467410	-97.637550	-1352.715880	157.063560
32224.950000	11.267970	-97.446810	-1353.936590	156.983790
32274.950000	11.327800	-97.484960	-1352.982910	156.764410
32324.950000	11.208140	-98.095310	-1354.203620	156.973820
32374.950000	11.297890	-95.157990	-1353.822150	156.933930
32424.950000	11.248030	-98.629370	-1353.173650	157.013710
32474.950000	11.277940	-97.332370	-1352.067380	156.784360
32524.950000	11.317830	-97.103490	-1354.165470	156.794330
32574.950000	11.427520	-97.866430	-1353.059210	157.013710
32624.950000	11.417550	-96.912750	-1355.195450	156.784360
32674.950000	11.387630	-97.217930	-1353.669560	157.023680
32724.950000	11.537210	-97.637550	-1352.563300	156.784360
32774.950000	11.397600	-96.874610	-1353.097360	157.023680
32824.950000	11.417550	-96.226110	-1354.089180	156.973820
32874.950000	11.477380	-97.980870	-1353.059210	156.824240
32924.950000	11.347750	-97.828280	-1352.792180	156.963850
32974.950000	11.497320	-97.751990	-1353.211800	156.674670
33024.950000	11.507290	-98.247900	-1352.067380	156.884070
33074.950000	11.437490	-96.683870	-1352.677740	156.764410
33124.950000	11.507290	-96.760170	-1352.105530	156.764410
33174.950000	11.467410	-98.896400	-1353.211800	156.904020
33224.950000	11.507290	-95.196130	-1351.838500	156.495180
33274.950000	11.497320	-98.629370	-1352.563300	156.814270
33324.950000	11.607010	-97.484960	-1352.143680	156.824240
33374.950000	11.636920	-97.294220	-1351.228150	156.933930
33424.950000	11.477380	-97.675700	-1351.685910	156.854160
33474.950000	11.567120	-98.362340	-1352.181820	156.983790
33524.950000	11.716700	-96.264250	-1351.418880	156.894050
33574.950000	11.517260	-98.743820	-1352.067380	156.824240
33624.950000	11.607010	-99.087140	-1351.304440	156.734500
33674.950000	11.597040	-98.629370	-1351.609620	156.744470
33724.950000	11.547180	-97.446810	-1351.952940	156.704580
33774.950000	11.597040	-97.179780	-1348.939320	156.933930
33824.950000	11.597040	-99.201580	-1349.587820	156.754440
33874.950000	11.696750	-99.163430	-1349.816700	156.604870
33924.950000	11.716700	-99.621200	-1349.587820	156.774390
33974.950000	11.587070	-96.836460	-1349.282640	156.764410
34024.950000	11.736640	-98.896400	-1351.647760	156.784360
34074.950000	11.626950	-98.591230	-1348.100080	156.784360
34124.950000	11.716700	-98.438640	-1348.748580	156.734500
34174.950000	11.806440	-97.484960	-1347.108260	156.505150
34224.950000	11.756580	-99.506760	-1348.481550	156.784360
34274.950000	11.696750	-97.446810	-1348.367110	156.784360
34324.950000	11.656870	-98.934550	-1348.901170	156.834220
34374.950000	11.766550	-96.302400	-1346.040140	156.664700
34424.950000	11.607010	-100.040820	-1347.909350	156.744470
34474.950000	11.696750	-97.332370	-1346.803080	156.764410
34524.950000	11.716700	-98.286050	-1346.612350	156.664700
34574.950000	11.706720	-98.476790	-1344.437960	156.614840
34624.950000	11.746610	-99.239730	-1345.620520	156.714560
34674.950000	11.796470	-98.438640	-1344.933870	156.445320
34724.950000	11.816410	-99.735640	-1346.040140	156.375520
34774.950000	11.936070	-99.659350	-1343.331690	156.794330
34824.950000	11.776530	-99.888230	-1346.726790	156.515120
34874.950000	12.015850	-99.277880	-1343.598720	156.525100
34924.950000	11.916130	-99.926380	-1344.895720	156.664700
34974.950000	11.886210	-98.705670	-1345.429780	156.505150
35024.950000	12.035790	-99.010850	-1344.552400	156.714560
35074.950000	11.866270	-100.689320	-1343.789460	156.475240
35124.950000	11.876240	-100.651170	-1346.307170	156.525100
35174.950000	11.866270	-98.781960	-1344.399810	156.674670
35224.950000	11.995900	-100.040820	-1343.179100	156.654730
35274.950000	11.985930	-100.918200	-1343.102810	156.664700
35324.950000	11.896190	-101.108940	-1345.811260	156.305720
35374.950000	11.916130	-99.888230	-1345.048310	156.405440
35424.950000	11.995900	-100.345990	-1344.628700	156.555010
35474.950000	11.856300	-99.506760	-1345.200900	156.375520
35524.950000	11.886210	-99.697490	-1345.734960	156.714560
35574.950000	11.965990	-98.209760	-1346.345320	156.624810
35624.950000	12.095620	-99.583050	-1345.048310	156.425380
35674.950000	11.876240	-98.362340	-1346.612350	156.654730
35724.950000	11.846330	-98.972700	-1345.734960	156.714560
35774.950000	12.035790	-98.896400	-1344.247220	156.555010
35824.950000	11.906160	-99.125290	-1344.933870	156.495180
35874.950000	11.975960	-97.027200	-1344.285370	156.614840
35924.950000	11.956020	-97.523110	-1344.170930	156.395460
35974.950000	11.946040	-100.727470	-1346.001990	156.664700
36024.950000	11.916130	-97.790140	-1344.476110	156.375520
36074.950000	12.045760	-99.048990	-1345.925700	156.584930
36124.950000	12.005870	-99.125290	-1343.675020	156.674670
36174.950000	12.045760	-98.438640	-1345.467930	156.614840
36224.950000	12.035790	-98.591230	-1343.369840	156.535070
36274.950000	12.055730	-100.040820	-1344.247220	156.604870
36324.950000	12.065700	-97.561250	-1342.988370	156.405440
36374.950000	12.065700	-99.354170	-1346.116430	156.385490
36424.950000	12.025820	-98.858260	-1344.094640	156.515120
36474.950000	12.115560	-99.163430	-1343.636870	156.644750
36524.950000	12.035790	-99.468610	-1343.980190	156.415410
36574.950000	11.995900	-99.468610	-1344.323520	156.485210
36624.950000	12.095620	-99.087140	-1344.209080	156.345610
36674.950000	12.125530	-99.697490	-1344.933870	156.305720
36724.950000	12.095620	-99.506760	-1345.544230	156.505150
36774.950000	12.085650	-98.362340	-1343.942050	156.634780
36824.950000	12.175390	-100.040820	-1344.361670	156.365550
36874.950000	12.195340	-97.751990	-1344.094640	156.275800
36924.950000	12.165420	-98.896400	-1344.552400	156.295750
36974.950000	12.145480	-98.781960	-1344.819430	156.375520
37024.950000	12.055730	-100.460440	-1345.391640	156.166120
37074.950000	12.245190	-99.468610	-1345.925700	156.325660
37124.950000	12.075680	-100.536730	-1345.963840	156.206000
37174.950000	12.035790	-97.904580	-1345.315340	156.305720
37224.950000	12.105590	-100.651170	-1344.857580	156.315690
37274.950000	12.215280	-99.468610	-1345.658670	156.405440
37324.950000	12.145480	-97.828280	-1343.865750	156.465270
37374.950000	12.145480	-99.735640	-1343.484280	156.445320
37424.950000	12.295050	-101.147080	-1342.912070	156.345610
37474.950000	12.225250	-98.667520	-1343.675020	156.405440
37524.950000	12.275110	-100.002670	-1344.018340	156.305720
37574.950000	12.195340	-100.498580	-1344.361670	156.166120
37624.950000	12.275110	-99.621200	-1342.378020	156.265830
37674.950000	12.185360	-98.896400	-1342.034690	156.225950
37724.950000	12.344910	-97.751990	-1342.187280	156.395460
37774.950000	12.185360	-100.155260	-1341.386190	156.395460
37824.950000	12.315000	-100.345990	-1343.293550	156.295750
37874.950000	12.404740	-98.972700	-1343.102810	156.295750
37924.950000	12.265140	-99.163430	-1341.729510	156.405440
37974.950000	12.394770	-100.193410	-1342.950220	156.146170
38024.950000	12.404740	-99.583050	-1339.936600	156.365550
38074.950000	12.454600	-101.643000	-1341.843960	156.245890
38124.950000	12.524400	-100.422290	-1340.699540	156.166120
38174.950000	12.484510	-100.956350	-1341.309900	156.325660
38224.950000	12.484510	-98.934550	-1339.364390	156.156140
38274.950000	12.564290	-101.757440	-1342.645040	156.285780
38324.950000	12.414710	-100.002670	-1340.508810	156.435350
38374.950000	12.544340	-101.261530	-1340.279920	156.375520
38424.950000	12.554320	-100.727470	-1339.593280	156.285780
38474.950000	12.564290	-101.337820	-1339.555130	156.255860
38524.950000	12.514430	-101.719290	-1339.822160	156.235920
38574.950000	12.454600	-102.253350	-1341.386190	156.186060
38624.950000	12.514430	-100.689320	-1339.135510	156.295750
38674.950000	12.514430	-101.757440	-1339.669570	156.076370
38724.950000	12.614150	-100.613020	-1337.075570	156.275800
38774.950000	12.524400	-101.719290	-1340.127340	156.206000
38824.950000	12.783660	-101.185230	-1339.288100	156.215970
38874.950000	12.713860	-102.177060	-1339.135510	155.996600
38924.950000	12.554320	-100.422290	-1336.427060	156.196030
38974.950000	12.683950	-100.841910	-1339.173660	156.206000
39024.950000	12.484510	-99.888230	-1338.448860	156.186060
39074.950000	12.574260	-101.032640	-1337.266300	156.046460
39124.950000	12.693920	-100.498580	-1338.410710	156.196030
39174.950000	12.604170	-99.964520	-1339.669570	156.146170
39224.950000	12.514430	-99.926380	-1338.677740	156.166120
39274.950000	12.733810	-103.359620	-1338.754040	156.156140
39324.950000	12.803610	-100.460440	-1340.432510	156.106290
39374.950000	12.773690	-103.130730	-1340.661390	156.136200
39424.950000	12.783660	-100.345990	-1340.585100	156.036480
39474.950000	12.833520	-102.253350	-1340.165480	156.335630
39524.950000	12.993070	-100.498580	-1338.258130	156.245890
39574.950000	12.933240	-101.185230	-1336.846680	156.176090
39624.950000	12.823550	-99.277880	-1337.075570	156.345610
39674.950000	12.743780	-100.956350	-1338.448860	156.146170
39724.950000	12.783660	-102.024470	-1337.075570	156.086340
39774.950000	12.793640	-100.269700	-1337.914800	156.186060
39824.950000	12.923270	-101.795580	-1338.639600	156.076370
39874.950000	12.903320	-101.108940	-1339.097360	156.026510
39924.950000	12.783660	-100.536730	-1339.440690	156.126230
39974.950000	12.853470	-100.155260	-1337.037420	156.096310
40024.950000	12.823550	-101.490410	-1337.075570	156.176090
40074.950000	12.833520	-98.896400	-1338.525160	155.896880
40124.950000	12.833520	-101.299670	-1337.724070	156.026510
40174.950000	13.022980	-101.261530	-1338.487010	156.066400
40224.950000	12.943210	-101.490410	-1338.639600	156.235920
40274.950000	12.883380	-100.689320	-1336.770390	156.036480
40324.950000	12.993070	-101.299670	-1338.067390	156.166120
40374.950000	12.783660	-98.286050	-1337.380740	156.136200
40424.950000	12.973130	-100.155260	-1337.190010	156.026510
40474.950000	12.963150	-99.926380	-1336.999270	156.166120
40524.950000	12.993070	-99.735640	-1336.427060	155.876940
40574.950000	13.062870	-100.765610	-1335.893000	156.036480
40624.950000	12.963150	-100.460440	-1334.519710	156.126230
40674.950000	12.943210	-100.841910	-1336.045590	155.956710
40724.950000	12.963150	-100.384140	-1335.778560	156.006570
40774.950000	12.903320	-101.223380	-1335.664120	156.146170
40824.950000	12.933240	-99.392320	-1335.397090	155.996600
40874.950000	12.923270	-100.460440	-1336.808540	155.926800
40924.950000	13.003040	-99.926380	-1336.732240	156.116260
40974.950000	12.963150	-101.795580	-1337.838510	156.096310
41024.950000	13.052900	-99.659350	-1334.252680	156.196030
41074.950000	13.092790	-100.269700	-1335.244500	156.146170
41124.950000	12.923270	-99.735640	-1335.969300	156.106290
41174.950000	13.152620	-101.719290	-1335.816710	155.976650
41224.950000	13.102760	-99.468610	-1336.160030	156.066400
41274.950000	13.192500	-101.108940	-1335.740420	156.146170
41324.950000	13.132670	-100.498580	-1336.198180	155.936770
41374.950000	13.152620	-101.681140	-1336.350770	155.976650
41424.950000	13.212450	-99.697490	-1336.427060	156.046460
41474.950000	13.222420	-101.147080	-1335.969300	155.986630
41524.950000	13.052900	-101.643000	-1333.833060	155.847020
41574.950000	13.192500	-101.757440	-1335.893000	155.827080
41624.950000	13.202470	-98.820110	-1335.854860	155.896880
41674.950000	13.202470	-100.384140	-1335.549680	155.896880
41724.950000	13.262300	-100.613020	-1334.672300	155.986630
41774.950000	13.252330	-100.803760	-1335.358950	156.146170
41824.950000	13.232390	-100.613020	-1333.413440	155.906850
41874.950000	13.322130	-99.392320	-1334.252680	156.136200
41924.950000	13.242360	-101.375970	-1334.405270	156.066400
41974.950000	13.212450	-100.345990	-1334.290830	156.096310
42024.950000	13.332100	-101.375970	-1333.909350	155.946740
42074.950000	13.192500	-100.269700	-1333.184560	156.026510
42124.950000	13.322130	-101.643000	-1334.061940	156.026510
42174.950000	13.292220	-101.375970	-1334.214530	156.136200
42224.950000	13.242360	-99.964520	-1333.031970	156.006570
42274.950000	13.232390	-102.825560	-1334.710440	155.966680
42324.950000	13.262300	-101.414110	-1332.459760	155.996600
42374.950000	13.471710	-101.833730	-1331.734970	155.966680
42424.950000	13.561450	-101.566700	-1332.269030	155.807140
42474.950000	13.342080	-102.062610	-1333.375300	155.777220
42524.950000	13.431820	-101.910030	-1332.497910	155.886910
42574.950000	13.431820	-101.948170	-1332.459760	156.006570
42624.950000	13.362020	-101.299670	-1334.176380	155.916820
42674.950000	13.451760	-102.634820	-1331.315350	155.827080
42724.950000	13.471710	-102.482230	-1332.803090	155.966680
42774.950000	13.322130	-101.910030	-1332.154590	155.827080
42824.950000	13.381960	-100.765610	-1333.299000	156.026510
42874.950000	13.471710	-99.850080	-1332.345320	155.866970
42924.950000	13.411880	-100.803760	-1331.200910	155.707420
42974.950000	13.511590	-103.474060	-1332.269030	155.657560
43024.950000	13.391930	-102.482230	-1333.413440	156.086340
43074.950000	13.441790	-99.277880	-1331.124620	155.986630
43124.950000	13.381960	-102.978150	-1332.726790	156.006570
43174.950000	9.802140	-100.384140	-1376.557830	155.517960
43224.950000	9.842030	-115.414110	-1376.710420	153.852690
43274.950000	9.941740	-101.108940	-1375.260830	155.797160
43324.950000	13.411880	-102.215200	-1333.108270	155.647590
43374.950000	13.521570	-103.016290	-1331.963850	155.737330
43424.950000	13.411880	-103.855530	-1331.124620	155.747310
43474.950000	13.421850	-102.634820	-1333.833060	155.856990
43524.950000	13.541510	-103.245180	-1330.209080	155.657560
43574.950000	10.679640	-100.231550	-1371.522410	155.866970
43624.950000	13.571420	-101.185230	-1329.446140	155.657560
43674.950000	13.561450	-102.787410	-1331.658670	155.817110
43724.950000	13.521570	-102.024470	-1330.552410	155.996600
43774.950000	13.671140	-103.168880	-1329.980200	155.577790
43824.950000	13.671140	-103.397760	-1330.018350	155.667530
43874.950000	13.571420	-102.978150	-1330.056500	155.906850
43924.950000	13.661170	-101.108940	-1329.827610	155.667530
43974.950000	13.591370	-101.299670	-1330.972030	155.807140
44024.950000	13.770860	-103.321470	-1330.476110	155.697450
44074.950000	13.581400	-101.833730	-1330.743140	155.677500
44124.950000	13.641230	-103.588500	-1330.743140	155.657560
44174.950000	10.480210	-102.901850	-1370.378000	155.946740
44224.950000	10.540040	-103.397760	-1373.849390	155.657560
44274.950000	13.701060	-104.084410	-1330.247230	155.717390
44324.950000	13.730970	-101.528560	-1330.132790	155.807140
44374.950000	13.511590	-103.664790	-1329.827610	155.916820
44424.950000	13.750910	-101.528560	-1328.645050	155.837050
44474.950000	13.661170	-103.550350	-1330.170940	155.767250
44524.950000	13.691080	-103.931820	-1330.514260	155.597730
44574.950000	13.711030	-102.863700	-1329.827610	155.697450
44624.950000	13.661170	-102.787410	-1328.683200	155.587760
44674.950000	13.541510	-103.855530	-1330.094640	155.807140
44724.950000	13.611310	-100.117110	-1331.315350	155.687480
44774.950000	13.631250	-102.558530	-1330.972030	155.637620
44824.950000	13.740940	-102.634820	-1328.873940	155.797160
44874.950000	13.621280	-104.275150	-1330.743140	155.717390
44924.950000	13.641230	-103.016290	-1328.263580	155.647590
44974.950000	13.661170	-104.618470	-1329.522440	155.647590
45024.950000	13.820720	-102.711120	-1328.378020	155.787190
45074.950000	13.581400	-104.999940	-1329.064670	155.777220
45124.950000	13.691080	-102.825560	-1328.721350	155.757280
45174.950000	13.641230	-102.291500	-1327.805820	155.657560
45224.950000	13.740940	-102.062610	-1327.996550	155.637620
45274.950000	13.661170	-103.664790	-1328.301730	155.737330
45324.950000	10.510130	-104.504030	-1371.942030	155.827080
45374.950000	10.470240	-103.397760	-1369.538760	155.537900
45424.950000	13.890520	-104.389590	-1325.936610	155.687480
45474.950000	13.890520	-103.435910	-1327.119170	155.587760
45524.950000	13.850630	-104.122560	-1326.890290	155.717390
45574.950000	13.930400	-102.940000	-1326.623260	155.488040
45624.950000	13.830690	-104.542180	-1327.081020	155.617670
45674.950000	13.681110	-104.999940	-1325.478840	155.527930
45724.950000	13.800770	-103.817380	-1328.072850	155.777220
45774.950000	13.820720	-102.672970	-1328.149140	155.757280
45824.950000	13.780830	-103.207030	-1325.745870	155.717390
45874.950000	13.740940	-102.444090	-1325.974750	155.707420
45924.950000	13.960320	-103.168880	-1325.249960	155.697450
45974.950000	13.920430	-102.558530	-1325.211810	155.727360
46024.950000	13.750910	-102.863700	-1326.813990	155.607700
46074.950000	13.740940	-103.168880	-1325.440690	155.478070
46124.950000	13.701060	-103.397760	-1326.737700	155.527930
46174.950000	13.790800	-104.160710	-1326.279930	155.687480
46224.950000	13.691080	-104.847350	-1326.432520	155.537900
46274.950000	13.880550	-103.969970	-1325.784020	155.498010
46324.950000	13.830690	-103.855530	-1327.729520	155.468100
46374.950000	13.920430	-103.702940	-1326.241780	155.657560
46424.950000	13.770860	-102.940000	-1328.568760	155.567820
46474.950000	13.840660	-102.405940	-1328.530610	155.488040
46524.950000	13.890520	-103.207030	-1328.988380	155.517960
46574.950000	13.740940	-102.901850	-1327.958400	155.577790
46624.950000	13.970290	-103.168880	-1327.805820	155.577790
46674.950000	13.730970	-104.389590	-1328.492460	155.657560
46724.950000	13.910460	-104.275150	-1328.797640	155.657560
46774.950000	13.910460	-103.893680	-1326.928430	155.607700
46824.950000	13.760890	-103.741090	-1327.119170	155.428210
46874.950000	13.890520	-104.885500	-1327.004730	155.547870
46924.950000	13.880550	-103.626650	-1327.958400	155.547870
46974.950000	13.780830	-103.931820	-1326.241780	155.537900
47024.950000	13.850630	-103.550350	-1326.813990	155.498010
47074.950000	13.890520	-103.245180	-1326.165490	155.627650
47124.950000	13.900490	-104.809210	-1327.843960	155.547870
47174.950000	13.920430	-102.787410	-1325.059220	155.507990
47224.950000	13.880550	-103.817380	-1326.585110	155.547870
47274.950000	13.790800	-105.076240	-1326.585110	155.488040
47324.950000	13.830690	-103.092590	-1326.661400	155.358410
47374.950000	13.980260	-104.084410	-1326.585110	155.408270
47424.950000	13.990230	-104.198850	-1326.356230	155.478070
47474.950000	13.880550	-104.809210	-1324.944780	155.537900
47524.950000	13.980260	-104.427740	-1326.127340	155.607700
47574.950000	13.920430	-103.817380	-1323.495190	155.527930
47624.950000	13.930400	-104.504030	-1325.211810	155.388330
47674.950000	13.810740	-103.626650	-1325.364400	155.388330
47724.950000	13.850630	-105.953620	-1325.631430	155.478070
47774.950000	14.010180	-104.847350	-1325.402550	155.488040
47824.950000	13.950350	-106.029910	-1326.241780	155.338470
47874.950000	13.940380	-103.855530	-1325.288110	155.547870
